zone,pixel_id,universe,channel,cat_x,cat_y,cat_z,x_norm,y_norm,z_norm
quad-arch-front-top-left,3428,57,163,-11.0697,8.2332,-6.1487,0.0468,0.4431,0.1634
quad-arch-front-top-left,3429,57,166,-11.0697,8.3510,-6.1567,0.0468,0.4495,0.1630
quad-arch-front-top-left,3430,57,169,-11.0697,8.4688,-6.1647,0.0468,0.4558,0.1625
quad-arch-front-top-left,3431,57,172,-11.0697,8.5839,-6.1546,0.0468,0.4621,0.1631
quad-arch-front-top-left,3432,57,175,-11.0697,8.6994,-6.1317,0.0468,0.4683,0.1644
quad-arch-front-top-left,3433,57,178,-11.0697,8.8161,-6.1137,0.0468,0.4747,0.1655
quad-arch-front-top-left,3434,57,181,-11.0697,8.8350,-6.0812,0.0468,0.4757,0.1674
quad-arch-front-top-left,3435,57,184,-11.0697,8.9529,-6.0492,0.0468,0.4821,0.1692
quad-arch-front-top-left,3436,57,187,-11.0697,9.0708,-6.0435,0.0468,0.4885,0.1695
quad-arch-front-top-left,3437,57,190,-11.0697,9.1882,-6.0346,0.0468,0.4948,0.1701
quad-arch-front-top-left,3438,57,193,-11.0697,9.2998,-6.0172,0.0468,0.5009,0.1711
quad-arch-front-top-left,3439,57,196,-11.0697,9.4154,-5.9978,0.0468,0.5071,0.1722
quad-arch-front-top-left,3440,57,199,-11.0697,9.5264,-5.9748,0.0468,0.5132,0.1735
quad-arch-front-top-left,3441,57,202,-11.0697,9.6361,-5.9498,0.0468,0.5191,0.1750
quad-arch-front-top-left,3442,57,205,-11.0697,9.7504,-5.9250,0.0468,0.5253,0.1764
quad-arch-front-top-left,3443,57,208,-11.0697,9.8648,-5.8977,0.0468,0.5315,0.1780
quad-arch-front-top-left,3444,57,211,-11.0697,9.9581,-5.8661,0.0468,0.5366,0.1799
quad-arch-front-top-left,3445,57,214,-11.0697,10.0171,-5.8374,0.0468,0.5398,0.1815
quad-arch-front-top-left,3446,57,217,-11.0697,10.1345,-5.8194,0.0468,0.5461,0.1826
quad-arch-front-top-left,3447,57,220,-11.0697,10.1188,-5.8042,0.0468,0.5453,0.1835
quad-arch-front-top-left,3448,57,223,-11.0697,10.1964,-5.7803,0.0468,0.5495,0.1849
quad-arch-front-top-left,3449,57,226,-11.0697,10.3089,-5.7487,0.0468,0.5556,0.1867
quad-arch-front-top-left,3450,57,229,-11.0697,10.4073,-5.7033,0.0468,0.5609,0.1893
quad-arch-front-top-left,3451,57,232,-11.0697,10.4988,-5.6673,0.0468,0.5659,0.1914
quad-arch-front-top-left,3452,57,235,-11.0697,10.5081,-5.6468,0.0468,0.5664,0.1926
quad-arch-front-top-left,3453,57,238,-11.0697,10.5813,-5.6284,0.0468,0.5703,0.1937
quad-arch-front-top-left,3454,57,241,-11.0697,10.5810,-5.6092,0.0468,0.5703,0.1948
quad-arch-front-top-left,3455,57,244,-11.0697,10.6524,-5.5879,0.0468,0.5742,0.1960
quad-arch-front-top-left,3456,57,247,-11.0697,10.6622,-5.5676,0.0468,0.5747,0.1972
quad-arch-front-top-left,3457,57,250,-11.0697,10.7172,-5.5491,0.0468,0.5777,0.1983
quad-arch-front-top-left,3458,57,253,-11.0697,10.7497,-5.5290,0.0468,0.5795,0.1995
quad-arch-front-top-left,3459,57,256,-11.0697,10.7822,-5.5012,0.0468,0.5812,0.2011
quad-arch-front-top-left,3460,57,259,-11.0697,10.8720,-5.4721,0.0468,0.5861,0.2028
quad-arch-front-top-left,3461,57,262,-11.0697,10.8966,-5.4489,0.0468,0.5874,0.2041
quad-arch-front-top-left,3462,57,265,-11.0697,10.9148,-5.4170,0.0468,0.5884,0.2060
quad-arch-front-top-left,3463,57,268,-11.0697,10.9751,-5.3825,0.0468,0.5917,0.2080
quad-arch-front-top-left,3464,57,271,-11.0697,11.0260,-5.3507,0.0468,0.5944,0.2098
quad-arch-front-top-left,3465,57,274,-11.0697,11.0675,-5.3155,0.0468,0.5967,0.2119
quad-arch-front-top-left,3466,57,277,-11.0697,11.1534,-5.2818,0.0468,0.6013,0.2138
quad-arch-front-top-left,3467,57,280,-11.0697,11.2031,-5.2532,0.0468,0.6040,0.2155
quad-arch-front-top-left,3468,57,283,-11.0697,11.2073,-5.2093,0.0468,0.6043,0.2181
quad-arch-front-top-left,3469,57,286,-11.0697,11.1575,-5.1654,0.0468,0.6016,0.2206
quad-arch-front-top-left,3470,57,289,-11.0697,11.0638,-5.1368,0.0468,0.5965,0.2223
quad-arch-front-top-left,3471,57,292,-11.0697,11.0301,-5.1031,0.0468,0.5947,0.2242
quad-arch-front-top-left,3472,57,295,-11.0697,10.9711,-5.0679,0.0468,0.5915,0.2263
quad-arch-front-top-left,3473,57,298,-11.0697,10.9189,-5.0361,0.0468,0.5886,0.2281
quad-arch-front-top-left,3474,57,301,-11.0697,10.9006,-5.0016,0.0468,0.5876,0.2301
quad-arch-front-top-left,3475,57,304,-11.0697,10.8679,-4.9697,0.0468,0.5859,0.2320
quad-arch-front-top-left,3476,57,307,-11.0697,10.7863,-4.9465,0.0468,0.5814,0.2333
quad-arch-front-top-left,3477,57,310,-11.0697,10.7539,-4.9174,0.0468,0.5797,0.2350
quad-arch-front-top-left,3478,57,313,-11.0697,10.7131,-4.8896,0.0468,0.5775,0.2367
quad-arch-front-top-left,3479,57,316,-11.0697,10.6664,-4.8695,0.0468,0.5750,0.2378
quad-arch-front-top-left,3480,57,319,-11.0697,10.6484,-4.8510,0.0468,0.5740,0.2389
quad-arch-front-top-left,3481,57,322,-11.0697,10.5852,-4.8307,0.0468,0.5705,0.2401
quad-arch-front-top-left,3482,57,325,-11.0697,10.5773,-4.8094,0.0468,0.5701,0.2413
quad-arch-front-top-left,3483,57,328,-11.0697,10.5123,-4.7902,0.0468,0.5666,0.2424
quad-arch-front-top-left,3484,57,331,-11.0697,10.4949,-4.7718,0.0468,0.5657,0.2435
quad-arch-front-top-left,3485,57,334,-11.0697,10.4109,-4.7513,0.0468,0.5611,0.2447
quad-arch-front-top-left,3486,57,337,-11.0697,10.3129,-4.7153,0.0468,0.5558,0.2468
quad-arch-front-top-left,3487,57,340,-11.0697,10.2005,-4.6699,0.0468,0.5497,0.2494
quad-arch-front-top-left,3488,57,343,-11.0697,10.1229,-4.6383,0.0468,0.5455,0.2513
quad-arch-front-top-left,3489,57,346,-11.0697,10.1387,-4.6144,0.0468,0.5464,0.2527
quad-arch-front-top-left,3490,57,349,-11.0697,10.0212,-4.5991,0.0468,0.5400,0.2535
quad-arch-front-top-left,3491,57,352,-11.0697,9.9623,-4.5812,0.0468,0.5368,0.2546
quad-arch-front-top-left,3492,57,355,-11.0697,9.8687,-4.5525,0.0468,0.5317,0.2563
quad-arch-front-top-left,3493,57,358,-11.0697,9.7545,-4.5209,0.0468,0.5255,0.2581
quad-arch-front-top-left,3494,57,361,-11.0697,9.6402,-4.4936,0.0468,0.5193,0.2597
quad-arch-front-top-left,3495,57,364,-11.0697,9.5306,-4.4688,0.0468,0.5134,0.2611
quad-arch-front-top-left,3496,57,367,-11.0697,9.4195,-4.4438,0.0468,0.5074,0.2626
quad-arch-front-top-left,3497,57,370,-11.0697,9.3040,-4.4207,0.0468,0.5011,0.2639
quad-arch-front-top-left,3498,57,373,-11.0697,9.1880,-4.4014,0.0468,0.4948,0.2650
quad-arch-front-top-left,3499,57,376,-11.0697,9.0708,-4.3840,0.0468,0.4885,0.2661
quad-arch-front-top-left,3500,57,379,-11.0697,8.9529,-4.3751,0.0468,0.4821,0.2666
quad-arch-front-top-left,3501,57,382,-11.0697,8.8350,-4.3694,0.0468,0.4757,0.2669
quad-arch-front-top-left,3502,57,385,-11.0697,8.8161,-4.3631,0.0468,0.4747,0.2673
quad-arch-front-top-left,3503,57,388,-11.0697,8.6994,-4.3452,0.0468,0.4683,0.2683
quad-arch-front-top-left,3504,57,391,-11.0697,8.5838,-4.3226,0.0468,0.4621,0.2696
quad-arch-front-top-left,3505,57,394,-11.0697,8.4688,-4.3123,0.0468,0.4558,0.2702
quad-arch-front-top-left,3506,57,397,-11.0697,8.3510,-4.3202,0.0468,0.4495,0.2698
quad-arch-front-top-left,3507,57,400,-11.0697,8.2332,-4.3282,0.0468,0.4431,0.2693
quad-arch-front-top-left,3508,57,403,-11.0697,8.1155,-4.3361,0.0468,0.4367,0.2688
quad-arch-front-top-left,3509,57,406,-11.0697,7.9977,-4.3441,0.0468,0.4303,0.2684
quad-arch-front-top-left,3510,57,409,-10.7448,7.9968,-4.0192,0.0590,0.4303,0.2873
quad-arch-front-top-left,3511,57,412,-10.7527,8.1129,-4.0192,0.0587,0.4366,0.2873
quad-arch-front-top-left,3512,57,415,-10.7605,8.2289,-4.0192,0.0584,0.4428,0.2873
quad-arch-front-top-left,3513,57,418,-10.7684,8.3449,-4.0192,0.0581,0.4491,0.2873
quad-arch-front-top-left,3514,57,421,-10.7763,8.4609,-4.0192,0.0578,0.4554,0.2873
quad-arch-front-top-left,3515,57,424,-10.7694,8.5747,-4.0192,0.0581,0.4616,0.2873
quad-arch-front-top-left,3516,57,427,-10.7454,8.6881,-4.0192,0.0590,0.4677,0.2873
quad-arch-front-top-left,3517,57,430,-10.7281,8.8031,-4.0192,0.0596,0.4740,0.2873
quad-arch-front-top-left,3518,57,433,-10.6941,8.8263,-4.0192,0.0609,0.4752,0.2873
quad-arch-front-top-left,3519,57,436,-10.6778,8.9420,-4.0192,0.0615,0.4815,0.2873
quad-arch-front-top-left,3520,57,439,-10.6719,9.0582,-4.0192,0.0618,0.4878,0.2873
quad-arch-front-top-left,3521,57,442,-10.6630,9.1737,-4.0192,0.0621,0.4940,0.2873
quad-arch-front-top-left,3522,57,445,-10.6470,9.2879,-4.0192,0.0627,0.5002,0.2873
quad-arch-front-top-left,3523,57,448,-10.6274,9.4017,-4.0192,0.0634,0.5064,0.2873
quad-arch-front-top-left,3524,57,451,-10.6047,9.5110,-4.0192,0.0643,0.5123,0.2873
quad-arch-front-top-left,3525,57,454,-10.5842,9.6247,-4.0192,0.0651,0.5185,0.2873
quad-arch-front-top-left,3526,57,457,-10.5611,9.7322,-4.0192,0.0659,0.5243,0.2873
quad-arch-front-top-left,3527,57,460,-10.5318,9.8450,-4.0192,0.0670,0.5304,0.2873
quad-arch-front-top-left,3528,57,463,-10.5033,9.9526,-4.0192,0.0681,0.5363,0.2873
quad-arch-front-top-left,3529,57,466,-10.4738,10.0119,-4.0192,0.0692,0.5395,0.2873
quad-arch-front-top-left,3530,57,469,-10.4517,10.1086,-4.0192,0.0701,0.5447,0.2873
quad-arch-front-top-left,3531,57,472,-10.4361,10.0915,-4.0192,0.0707,0.5438,0.2873
quad-arch-front-top-left,3532,57,475,-10.4169,10.2057,-4.0192,0.0714,0.5500,0.2873
quad-arch-front-top-left,3533,57,478,-10.3880,10.2793,-4.0192,0.0725,0.5540,0.2873
quad-arch-front-top-left,3534,57,481,-10.3482,10.3854,-4.0192,0.0740,0.5597,0.2873
quad-arch-front-top-left,3535,57,484,-10.3108,10.4896,-4.0192,0.0754,0.5654,0.2873
quad-arch-front-top-left,3536,57,487,-10.2808,10.4717,-4.0192,0.0765,0.5644,0.2873
quad-arch-front-top-left,3537,57,490,-10.2620,10.5876,-4.0192,0.0772,0.5707,0.2873
quad-arch-front-top-left,3538,57,493,-10.2437,10.5411,-4.0192,0.0779,0.5682,0.2873
quad-arch-front-top-left,3539,57,496,-10.2246,10.6569,-4.0192,0.0786,0.5744,0.2873
quad-arch-front-top-left,3540,57,499,-10.2053,10.6189,-4.0192,0.0794,0.5724,0.2873
quad-arch-front-top-left,3541,57,502,-10.1851,10.7346,-4.0192,0.0801,0.5786,0.2873
quad-arch-front-top-left,3542,57,505,-10.1659,10.7030,-4.0192,0.0808,0.5769,0.2873
quad-arch-front-top-left,3543,57,508,-10.1403,10.7844,-4.0192,0.0818,0.5813,0.2873
quad-arch-front-top-left,3544,58,1,-10.1130,10.8482,-4.0192,0.0828,0.5848,0.2873
quad-arch-front-top-left,3545,58,4,-10.0869,10.8454,-4.0192,0.0838,0.5847,0.2873
quad-arch-front-top-left,3546,58,7,-10.0572,10.9151,-4.0192,0.0849,0.5884,0.2873
quad-arch-front-top-left,3547,58,10,-10.0249,10.9752,-4.0192,0.0862,0.5917,0.2873
quad-arch-front-top-left,3548,58,13,-9.9963,11.0126,-4.0192,0.0872,0.5937,0.2873
quad-arch-front-top-left,3549,58,16,-9.9634,11.0357,-4.0192,0.0885,0.5950,0.2873
quad-arch-front-top-left,3550,58,19,-9.9275,11.0939,-4.0192,0.0898,0.5981,0.2873
quad-arch-front-top-left,3551,58,22,-9.8937,11.1412,-4.0192,0.0911,0.6007,0.2873
quad-arch-front-top-left,3552,58,25,-9.8627,11.1916,-4.0192,0.0923,0.6034,0.2873
quad-arch-front-top-left,3553,58,28,-9.8373,11.2250,-4.0192,0.0932,0.6052,0.2873
quad-arch-front-top-left,3554,58,31,-9.8119,11.1413,-4.0192,0.0942,0.6007,0.2873
quad-arch-front-top-left,3555,58,34,-9.7809,11.0939,-4.0192,0.0954,0.5981,0.2873
quad-arch-front-top-left,3556,58,37,-9.7471,11.0358,-4.0192,0.0966,0.5950,0.2873
quad-arch-front-top-left,3557,58,40,-9.7112,11.0127,-4.0192,0.0980,0.5937,0.2873
quad-arch-front-top-left,3558,58,43,-9.6784,10.9753,-4.0192,0.0992,0.5917,0.2873
quad-arch-front-top-left,3559,58,46,-9.6497,10.9150,-4.0192,0.1003,0.5884,0.2873
quad-arch-front-top-left,3560,58,49,-9.6174,10.8455,-4.0192,0.1015,0.5847,0.2873
quad-arch-front-top-left,3561,58,52,-9.5877,10.8483,-4.0192,0.1026,0.5848,0.2873
quad-arch-front-top-left,3562,58,55,-9.5616,10.7843,-4.0192,0.1036,0.5813,0.2873
quad-arch-front-top-left,3563,58,58,-9.5343,10.7031,-4.0192,0.1047,0.5769,0.2873
quad-arch-front-top-left,3564,58,61,-9.5087,10.7346,-4.0192,0.1056,0.5786,0.2873
quad-arch-front-top-left,3565,58,64,-9.4895,10.6190,-4.0192,0.1063,0.5724,0.2873
quad-arch-front-top-left,3566,58,67,-9.4693,10.6570,-4.0192,0.1071,0.5744,0.2873
quad-arch-front-top-left,3567,58,70,-9.4500,10.5412,-4.0192,0.1078,0.5682,0.2873
quad-arch-front-top-left,3568,58,73,-9.4309,10.5877,-4.0192,0.1086,0.5707,0.2873
quad-arch-front-top-left,3569,58,76,-9.4126,10.4717,-4.0192,0.1092,0.5644,0.2873
quad-arch-front-top-left,3570,58,79,-9.3938,10.4896,-4.0192,0.1099,0.5654,0.2873
quad-arch-front-top-left,3571,58,82,-9.3638,10.3855,-4.0192,0.1111,0.5597,0.2873
quad-arch-front-top-left,3572,58,85,-9.3264,10.2794,-4.0192,0.1125,0.5540,0.2873
quad-arch-front-top-left,3573,58,88,-9.2866,10.2057,-4.0192,0.1140,0.5500,0.2873
quad-arch-front-top-left,3574,58,91,-9.2577,10.0915,-4.0192,0.1151,0.5438,0.2873
quad-arch-front-top-left,3575,58,94,-9.2385,10.1087,-4.0192,0.1158,0.5447,0.2873
quad-arch-front-top-left,3576,58,97,-9.2229,10.0118,-4.0192,0.1164,0.5395,0.2873
quad-arch-front-top-left,3577,58,100,-9.2008,9.9526,-4.0192,0.1172,0.5363,0.2873
quad-arch-front-top-left,3578,58,103,-9.1713,9.8450,-4.0192,0.1183,0.5304,0.2873
quad-arch-front-top-left,3579,58,106,-9.1428,9.7323,-4.0192,0.1194,0.5243,0.2873
quad-arch-front-top-left,3580,58,109,-9.1135,9.6247,-4.0192,0.1205,0.5185,0.2873
quad-arch-front-top-left,3581,58,112,-9.0904,9.5110,-4.0192,0.1214,0.5123,0.2873
quad-arch-front-top-left,3582,58,115,-9.0700,9.4018,-4.0192,0.1222,0.5064,0.2873
quad-arch-front-top-left,3583,58,118,-9.0472,9.2880,-4.0192,0.1230,0.5002,0.2873
quad-arch-front-top-left,3584,58,121,-9.0276,9.1737,-4.0192,0.1238,0.4940,0.2873
quad-arch-front-top-left,3585,58,124,-9.0116,9.0582,-4.0192,0.1244,0.4878,0.2873
quad-arch-front-top-left,3586,58,127,-9.0027,8.9421,-4.0192,0.1247,0.4815,0.2873
quad-arch-front-top-left,3587,58,130,-8.9969,8.8263,-4.0192,0.1249,0.4752,0.2873
quad-arch-front-top-left,3588,58,133,-8.9729,8.8032,-4.0192,0.1258,0.4740,0.2873
quad-arch-front-top-left,3589,58,136,-8.9556,8.6882,-4.0192,0.1265,0.4677,0.2873
quad-arch-front-top-left,3590,58,139,-8.9312,8.5748,-4.0192,0.1274,0.4616,0.2873
quad-arch-front-top-left,3591,58,142,-8.9250,8.4609,-4.0192,0.1276,0.4554,0.2873
quad-arch-front-top-left,3592,58,145,-8.9328,8.3449,-4.0192,0.1273,0.4491,0.2873
quad-arch-front-top-left,3593,58,148,-8.9406,8.2289,-4.0192,0.1270,0.4428,0.2873
quad-arch-front-top-left,3594,58,151,-8.9484,8.1129,-4.0192,0.1267,0.4366,0.2873
quad-arch-front-top-left,3595,58,154,-8.9562,7.9968,-4.0192,0.1264,0.4303,0.2873
quad-arch-front-top-right,3596,50,157,-8.6313,7.9977,5.4095,0.1387,0.4303,0.8357
quad-arch-front-top-right,3597,50,160,-8.6313,8.1155,5.4175,0.1387,0.4367,0.8361
quad-arch-front-top-right,3598,50,163,-8.6313,8.2332,5.4254,0.1387,0.4431,0.8366
quad-arch-front-top-right,3599,50,166,-8.6313,8.3510,5.4334,0.1387,0.4495,0.8370
quad-arch-front-top-right,3600,50,169,-8.6313,8.4688,5.4413,0.1387,0.4558,0.8375
quad-arch-front-top-right,3601,50,172,-8.6313,8.5838,5.4310,0.1387,0.4621,0.8369
quad-arch-front-top-right,3602,50,175,-8.6313,8.6994,5.4084,0.1387,0.4683,0.8356
quad-arch-front-top-right,3603,50,178,-8.6313,8.8161,5.3905,0.1387,0.4747,0.8345
quad-arch-front-top-right,3604,50,181,-8.6313,8.8350,5.3842,0.1387,0.4757,0.8342
quad-arch-front-top-right,3605,50,184,-8.6313,8.9529,5.3785,0.1387,0.4821,0.8338
quad-arch-front-top-right,3606,50,187,-8.6313,9.0708,5.3696,0.1387,0.4885,0.8333
quad-arch-front-top-right,3607,50,190,-8.6313,9.1880,5.3522,0.1387,0.4948,0.8323
quad-arch-front-top-right,3608,50,193,-8.6313,9.3040,5.3329,0.1387,0.5011,0.8312
quad-arch-front-top-right,3609,50,196,-8.6313,9.4195,5.3098,0.1387,0.5074,0.8299
quad-arch-front-top-right,3610,50,199,-8.6313,9.5306,5.2848,0.1387,0.5134,0.8284
quad-arch-front-top-right,3611,50,202,-8.6313,9.6402,5.2600,0.1387,0.5193,0.8270
quad-arch-front-top-right,3612,50,205,-8.6313,9.7545,5.2327,0.1387,0.5255,0.8254
quad-arch-front-top-right,3613,50,208,-8.6313,9.8687,5.2011,0.1387,0.5317,0.8235
quad-arch-front-top-right,3614,50,211,-8.6313,9.9623,5.1724,0.1387,0.5368,0.8219
quad-arch-front-top-right,3615,50,214,-8.6313,10.0212,5.1545,0.1387,0.5400,0.8208
quad-arch-front-top-right,3616,50,217,-8.6313,10.1387,5.1392,0.1387,0.5464,0.8199
quad-arch-front-top-right,3617,50,220,-8.6313,10.1229,5.1153,0.1387,0.5455,0.8185
quad-arch-front-top-right,3618,50,223,-8.6313,10.2005,5.0837,0.1387,0.5497,0.8167
quad-arch-front-top-right,3619,50,226,-8.6313,10.3129,5.0383,0.1387,0.5558,0.8141
quad-arch-front-top-right,3620,50,229,-8.6313,10.4109,5.0023,0.1387,0.5611,0.8120
quad-arch-front-top-right,3621,50,232,-8.6313,10.4949,4.9818,0.1387,0.5657,0.8108
quad-arch-front-top-right,3622,50,235,-8.6313,10.5123,4.9634,0.1387,0.5666,0.8097
quad-arch-front-top-right,3623,50,238,-8.6313,10.5773,4.9442,0.1387,0.5701,0.8086
quad-arch-front-top-right,3624,50,241,-8.6313,10.5852,4.9229,0.1387,0.5705,0.8074
quad-arch-front-top-right,3625,50,244,-8.6313,10.6484,4.9026,0.1387,0.5740,0.8062
quad-arch-front-top-right,3626,50,247,-8.6313,10.6664,4.8841,0.1387,0.5750,0.8051
quad-arch-front-top-right,3627,50,250,-8.6313,10.7131,4.8640,0.1387,0.5775,0.8039
quad-arch-front-top-right,3628,50,253,-8.6313,10.7539,4.8362,0.1387,0.5797,0.8023
quad-arch-front-top-right,3629,50,256,-8.6313,10.7863,4.8071,0.1387,0.5814,0.8006
quad-arch-front-top-right,3630,50,259,-8.6313,10.8679,4.7839,0.1387,0.5859,0.7993
quad-arch-front-top-right,3631,50,262,-8.6313,10.9006,4.7520,0.1387,0.5876,0.7974
quad-arch-front-top-right,3632,50,265,-8.6313,10.9189,4.7175,0.1387,0.5886,0.7954
quad-arch-front-top-right,3633,50,268,-8.6313,10.9711,4.6857,0.1387,0.5915,0.7936
quad-arch-front-top-right,3634,50,271,-8.6313,11.0301,4.6505,0.1387,0.5947,0.7915
quad-arch-front-top-right,3635,50,274,-8.6313,11.0638,4.6168,0.1387,0.5965,0.7895
quad-arch-front-top-right,3636,50,277,-8.6313,11.1575,4.5882,0.1387,0.6016,0.7879
quad-arch-front-top-right,3637,50,280,-8.6313,11.2073,4.5443,0.1387,0.6043,0.7853
quad-arch-front-top-right,3638,50,283,-8.6313,11.2031,4.5004,0.1387,0.6040,0.7828
quad-arch-front-top-right,3639,50,286,-8.6313,11.1534,4.4718,0.1387,0.6013,0.7811
quad-arch-front-top-right,3640,50,289,-8.6313,11.0675,4.4381,0.1387,0.5967,0.7792
quad-arch-front-top-right,3641,50,292,-8.6313,11.0260,4.4029,0.1387,0.5944,0.7771
quad-arch-front-top-right,3642,50,295,-8.6313,10.9751,4.3711,0.1387,0.5917,0.7753
quad-arch-front-top-right,3643,50,298,-8.6313,10.9148,4.3366,0.1387,0.5884,0.7733
quad-arch-front-top-right,3644,50,301,-8.6313,10.8966,4.3047,0.1387,0.5874,0.7714
quad-arch-front-top-right,3645,50,304,-8.6313,10.8720,4.2815,0.1387,0.5861,0.7700
quad-arch-front-top-right,3646,50,307,-8.6313,10.7822,4.2524,0.1387,0.5812,0.7684
quad-arch-front-top-right,3647,50,310,-8.6313,10.7497,4.2246,0.1387,0.5795,0.7667
quad-arch-front-top-right,3648,50,313,-8.6313,10.7172,4.2045,0.1387,0.5777,0.7656
quad-arch-front-top-right,3649,50,316,-8.6313,10.6622,4.1860,0.1387,0.5747,0.7645
quad-arch-front-top-right,3650,50,319,-8.6313,10.6524,4.1657,0.1387,0.5742,0.7633
quad-arch-front-top-right,3651,50,322,-8.6313,10.5810,4.1444,0.1387,0.5703,0.7621
quad-arch-front-top-right,3652,50,325,-8.6313,10.5813,4.1252,0.1387,0.5703,0.7610
quad-arch-front-top-right,3653,50,328,-8.6313,10.5081,4.1068,0.1387,0.5664,0.7599
quad-arch-front-top-right,3654,50,331,-8.6313,10.4988,4.0863,0.1387,0.5659,0.7587
quad-arch-front-top-right,3655,50,334,-8.6313,10.4073,4.0503,0.1387,0.5609,0.7566
quad-arch-front-top-right,3656,50,337,-8.6313,10.3089,4.0049,0.1387,0.5556,0.7540
quad-arch-front-top-right,3657,50,340,-8.6313,10.1964,3.9733,0.1387,0.5495,0.7521
quad-arch-front-top-right,3658,50,343,-8.6313,10.1188,3.9494,0.1387,0.5453,0.7507
quad-arch-front-top-right,3659,50,346,-8.6313,10.1345,3.9342,0.1387,0.5461,0.7498
quad-arch-front-top-right,3660,50,349,-8.6313,10.0171,3.9162,0.1387,0.5398,0.7488
quad-arch-front-top-right,3661,50,352,-8.6313,9.9581,3.8875,0.1387,0.5366,0.7471
quad-arch-front-top-right,3662,50,355,-8.6313,9.8647,3.8559,0.1387,0.5315,0.7453
quad-arch-front-top-right,3663,50,358,-8.6313,9.7504,3.8286,0.1387,0.5253,0.7437
quad-arch-front-top-right,3664,50,361,-8.6313,9.6361,3.8038,0.1387,0.5191,0.7423
quad-arch-front-top-right,3665,50,364,-8.6313,9.5264,3.7788,0.1387,0.5132,0.7408
quad-arch-front-top-right,3666,50,367,-8.6313,9.4154,3.7558,0.1387,0.5071,0.7395
quad-arch-front-top-right,3667,50,370,-8.6313,9.2998,3.7364,0.1387,0.5009,0.7383
quad-arch-front-top-right,3668,50,373,-8.6313,9.1882,3.7190,0.1387,0.4948,0.7373
quad-arch-front-top-right,3669,50,376,-8.6313,9.0708,3.7101,0.1387,0.4885,0.7368
quad-arch-front-top-right,3670,50,379,-8.6313,8.9529,3.7044,0.1387,0.4821,0.7365
quad-arch-front-top-right,3671,50,382,-8.6313,8.8350,3.6724,0.1387,0.4757,0.7346
quad-arch-front-top-right,3672,50,385,-8.6313,8.8161,3.6399,0.1387,0.4747,0.7327
quad-arch-front-top-right,3673,50,388,-8.6313,8.6994,3.6219,0.1387,0.4683,0.7317
quad-arch-front-top-right,3674,50,391,-8.6313,8.5839,3.5990,0.1387,0.4621,0.7304
quad-arch-front-top-right,3675,50,394,-8.6313,8.4688,3.5889,0.1387,0.4558,0.7298
quad-arch-front-top-right,3676,50,397,-8.6313,8.3510,3.5969,0.1387,0.4495,0.7302
quad-arch-front-top-right,3677,50,400,-8.6313,8.2332,3.6049,0.1387,0.4431,0.7307
quad-arch-front-top-right,3678,50,403,-8.6313,8.1155,3.6128,0.1387,0.4367,0.7312
quad-arch-front-top-right,3679,50,406,-8.6313,7.9977,3.6208,0.1387,0.4303,0.7316
quad-arch-front-top-right,3680,50,409,-8.9562,7.9968,3.2960,0.1264,0.4303,0.7127
quad-arch-front-top-right,3681,50,412,-8.9484,8.1129,3.2960,0.1267,0.4366,0.7127
quad-arch-front-top-right,3682,50,415,-8.9406,8.2289,3.2960,0.1270,0.4428,0.7127
quad-arch-front-top-right,3683,50,418,-8.9328,8.3449,3.2960,0.1273,0.4491,0.7127
quad-arch-front-top-right,3684,50,421,-8.9250,8.4609,3.2960,0.1276,0.4554,0.7127
quad-arch-front-top-right,3685,50,424,-8.9312,8.5748,3.2960,0.1274,0.4616,0.7127
quad-arch-front-top-right,3686,50,427,-8.9556,8.6882,3.2960,0.1265,0.4677,0.7127
quad-arch-front-top-right,3687,50,430,-8.9729,8.8032,3.2960,0.1258,0.4740,0.7127
quad-arch-front-top-right,3688,50,433,-8.9969,8.8263,3.2960,0.1249,0.4752,0.7127
quad-arch-front-top-right,3689,50,436,-9.0027,8.9421,3.2960,0.1247,0.4815,0.7127
quad-arch-front-top-right,3690,50,439,-9.0116,9.0582,3.2960,0.1244,0.4878,0.7127
quad-arch-front-top-right,3691,50,442,-9.0276,9.1737,3.2960,0.1238,0.4940,0.7127
quad-arch-front-top-right,3692,50,445,-9.0472,9.2880,3.2960,0.1230,0.5002,0.7127
quad-arch-front-top-right,3693,50,448,-9.0700,9.4018,3.2960,0.1222,0.5064,0.7127
quad-arch-front-top-right,3694,50,451,-9.0904,9.5110,3.2960,0.1214,0.5123,0.7127
quad-arch-front-top-right,3695,50,454,-9.1135,9.6247,3.2960,0.1205,0.5185,0.7127
quad-arch-front-top-right,3696,50,457,-9.1428,9.7323,3.2960,0.1194,0.5243,0.7127
quad-arch-front-top-right,3697,50,460,-9.1713,9.8450,3.2960,0.1183,0.5304,0.7127
quad-arch-front-top-right,3698,50,463,-9.2008,9.9526,3.2960,0.1172,0.5363,0.7127
quad-arch-front-top-right,3699,50,466,-9.2229,10.0118,3.2960,0.1164,0.5395,0.7127
quad-arch-front-top-right,3700,50,469,-9.2385,10.1087,3.2960,0.1158,0.5447,0.7127
quad-arch-front-top-right,3701,50,472,-9.2577,10.0915,3.2960,0.1151,0.5438,0.7127
quad-arch-front-top-right,3702,50,475,-9.2866,10.2057,3.2960,0.1140,0.5500,0.7127
